제품명,기본정보,원료약품 및 분량,효능효과,용법용량,주의사항
,"{'제품명': '데이비스 그러비 도그 샴푸', '제품 영문명': 'Davis Grubby Dog Shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-06-15', '품목정보': '동물용의약외품-수입-022-955', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '보라색 액제', '제조방법': '제조사의 제조 방법에 따른다.', '저장방법': '저장방법 : 실온에 보관한다.\n사용기간 : 제조일로부터 24개월', '포장단위': '355 ml(12 oz), 3.785 L(1 gallon)'}","[['1', 'Coconut based lathering agent (ICID)'], ['2', 'Cocomidopropyl betaine (ICID)'], ['3', 'Cosmetic grade preservative (ICID)'], ['4', 'TEA sulfactant fate (ICID)'], ['5', 'Macadamia oil (ICID)'], ['6', 'Jojoba oil (ICID)'], ['7', 'EDTA (ICID)'], ['8', 'Olive oil (ICID)'], ['9', 'Cosmetic grade dye (ICID)'], ['10', 'Cosmetic grade fragrance (ICID)'], ['11', 'Purified water (ICID)']]",없음,없음,없음
,"{'제품명': '데이비스 하이포알러제닉 크림 린스', '제품 영문명': 'Davis Hypoallergenic Creme Rinse', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-06-15', '품목정보': '동물용의약외품-수입-022-956', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '황백색의 크림 형태 액제', '제조방법': '제조사의 제조 방법에 따른다.', '저장방법': '저장방법 : 실온에 보관한다.\n사용기간 : 제조일로부터 24개월', '포장단위': '355 ml(12 oz), 3.785 L(1 gallon)'}","[['1', 'Mackconditioner OBC (ICID)'], ['2', 'Cosmetic Preservative (ICID)'], ['3', 'Purified water (ICID)']]",없음,없음,없음
,"{'제품명': '와일드와시 센시티브 코트 샴푸', '제품 영문명': 'WildWash Shampoo for Sensitive Coats, Puppies, Cats, and Kittens', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-07-18', '품목정보': '동물용의약외품-수입-022-844', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '맑은 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[저장방법]\n- 사용 후에는 반드시 마개를 닫아둘 것\n- 어린이의 손이 닿지 않는 곳에 보관할 것\n- 고온 내지 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '300ml, 5L'}","[['1', 'Aqua (ICID)'], ['2', 'Sodium Cocoamphoacetate (ICID)'], ['3', 'Disodium Lauryl Sulfosuccinate (ICID)'], ['4', 'Cocamidopropyl Betaine (ICID)'], ['5', 'Sodium Chloride (ICID)'], ['6', 'Lauryl Glucoside (ICID)'], ['7', 'Coco Glucoside (ICID)'], ['8', 'Glyceryl Oleate (ICID)'], ['9', 'Algae (Sea Kelp) Extract (ICID)'], ['10', 'Oenothera Biennis (Evening Primrose) Oil (ICID)'], ['11', 'Chondrus Crispus (Carrageenan) Extract (ICID)'], ['12', 'Fucus Vesiculosus (Bladderwrack) Extract (ICID)'], ['13', 'Aloe Barbadensis (Aloe Vera) Leaf Extract (ICID)'], ['14', 'Melia Azadirachta (Neem) Leaf Extract (ICID)'], ['15', 'Phospholipids (ICID)'], ['16', 'Glycine Soja (Soybean) Oil (ICID)'], ['17', 'Glycolipids (ICID)'], ['18', 'Glycine Soja (Soybean) Sterols (ICID)'], ['19', 'Sodium Benzoate (ICID)'], ['20', 'Sorbitan Sesquicaprylate (ICID)'], ['21', 'Phenoxyethanol (ICID)'], ['22', 'Polyepsilon Lysine (ICID)'], ['23', 'Citric Acid (ICID)'], ['24', 'Benzyl Alcohol (ICID)']]",없음,없음,없음
,"{'제품명': '와일드와시 뷰티 앤 샤인 넘버투 샴푸', '제품 영문명': 'WildWash Shampoo For Beauty & Shine Fragrance No.2', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-07-18', '품목정보': '동물용의약외품-수입-022-846', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '옅은 호박색의 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[저장방법]\n- 사용 후에는 반드시 마개를 닫아둘 것\n- 어린이의 손이 닿지 않는 곳에 보관할 것\n- 고온 내지 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '300ml, 5L'}","[['1', 'Aqua (ICID)'], ['2', 'Sodium Cocoamphoacetate (ICID)'], ['3', 'Disodium Lauryl Sulfosuccinate (ICID)'], ['4', 'Cocamidopropyl Betaine (ICID)'], ['5', 'Sodium Chloride (ICID)'], ['6', 'Lauryl Glucoside (ICID)'], ['7', 'Coco Glucoside (ICID)'], ['8', 'Glyceryl Oleate (ICID)'], ['9', 'Algae (Sea Kelp) Extract (ICID)'], ['10', 'Aloe Barbadensis (Aloe Vera) Leaf Extract (ICID)'], ['11', 'Oenothera Biennis (Evening Primrose) Oil (ICID)'], ['12', 'Chondrus Crispus (Carrageenan) Extract (ICID)'], ['13', 'Fucus Vesiculosus (Bladderwrack) Extract (ICID)'], ['14', 'Melia Azadirachta (Neem) Leaf Extract (ICID)'], ['15', 'Phospholipids (ICID)'], ['16', 'Glycine Soja (Soybean) Oil (ICID)'], ['17', 'Glycolipids (ICID)'], ['18', 'Glycine Soja (Soybean) Sterols (ICID)'], ['19', 'Citrus Aurantium Bergamia (Bergamot) Fruit Oil (ICID)'], ['20', 'Juniperus Virginiana (Cedarwood) Wood Oil (ICID)'], ['21', 'Zingiber Officinale (Ginger) Root Oil (ICID)'], ['22', 'Cananga Odorata (Ylang Ylang) Flower Oil (ICID)'], ['23', 'Citrus Aurantium Dulcis (Sweet Orange) Peel Oil (ICID)'], ['24', 'Citrus Paradisi (Grapefruit) Peel Oil (ICID)'], ['25', 'Litsea Cubeba (Litsea May Chang) Fruit Oil (ICID)'], ['26', 'Eugenia Caryophyllus (Clove) Bud Oil (ICID)'], ['27', 'Elettaria Cardamomum (Cardamom) Seed Oil (ICID)'], ['28', 'Propanediol (ICID)'], ['29', 'Sodium Benzoate (ICID)'], ['30', 'Sorbitan Sesquicaprylate (ICID)'], ['31', 'Phenoxyethanol (ICID)'], ['32', 'Polyepsilon Lysine (ICID)'], ['33', 'Citric Acid (ICID)'], ['34', 'Citral (ICID)'], ['35', 'Linalool (ICID)'], ['36', 'Geraniol (ICID)'], ['37', 'Benzyl Benzoate (ICID)'], ['38', 'Eugenol (ICID)'], ['39', 'Benzyl Alcohol (ICID)'], ['40', 'Limonene (ICID)']]",없음,없음,없음
,"{'제품명': '와이송 네이쳐스 릴리프 펫 샴푸', '제품 영문명': ""Wysong Nature's Relief Pet Shampoo"", '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-02-05', '품목정보': '동물용의약외품-수입-022-880', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '황갈색의 액제', '제조방법': '제조원의 제조방법에 의함', '저장방법': '저장방법 : 실온에서 보관\n사용기간 : 제조일로부터 24개월', '포장단위': '236ml(8oz), 3.785L(1 gallon)'}","[['1', 'Purified water (ICID)'], ['2', 'Carbohydrate-derived surfactant (ICID)'], ['3', 'Coconut oil soap (ICID)'], ['4', 'Soapwort extract (ICID)'], ['5', 'Aloe vera (ICID)'], ['6', 'Xanthan gum (ICID)'], ['7', 'Acacia gum (ICID)'], ['8', 'Essential oil blend (ICID)'], ['9', 'Jojoba oil (ICID)'], ['10', 'Soapbark extract (ICID)'], ['11', 'Colloidal silver (ICID)'], ['12', 'Yucca extract (ICID)'], ['13', 'Citric acid (ICID)'], ['14', 'Mixed tocopherols (ICID)'], ['15', 'Glycerin (ICID)'], ['16', 'Grapeseed extract (ICID)'], ['17', 'Olive oil (ICID)'], ['18', 'Ascorbyl palmitate (ICID)'], ['19', 'Rosemary extract (ICID)'], ['20', 'Sage extract (ICID)']]",없음,없음,없음
,"{'제품명': '와이송 수딩 릴리프 펫 샴푸', '제품 영문명': 'Wysong Soothing Relief Pet Shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-02-05', '품목정보': '동물용의약외품-수입-022-881', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '황갈색의 액제', '제조방법': '제조원의 제조방법에 의함', '저장방법': '저장방법 : 실온에서 보관\n사용기간 : 제조일로부터 24개월', '포장단위': '236ml(8oz)'}","[['1', 'Purified water (ICID)'], ['2', 'Carbohydrate-derived surfactant (ICID)'], ['3', 'Coconut oil soap (ICID)'], ['4', 'Aloe vera (ICID)'], ['5', 'Honey (ICID)'], ['6', 'Jojoba oil (ICID)'], ['7', 'Soapwort extract (ICID)'], ['8', 'Soapbark extract (ICID)'], ['9', 'Mixed tocopherols (ICID)'], ['10', 'Colloidal silver (ICID)'], ['11', 'Xanthan gum (ICID)'], ['12', 'Acacia gum (ICID)'], ['13', 'Citric acid (ICID)'], ['14', 'Yucca extract (ICID)'], ['15', 'Glycerin (ICID)'], ['16', 'Grapeseed extract (ICID)'], ['17', 'Olive oil (ICID)'], ['18', 'Ascorbyl palmitate (ICID)'], ['19', 'Rosemary extract (ICID)'], ['20', 'Sage extract (ICID)']]",없음,없음,없음
,"{'제품명': '와이송 오티솔 오틱 솔루션', '제품 영문명': 'Wysong Otisol Otic Solution', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-02-05', '품목정보': '동물용의약외품-수입-022-882', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '녹색의 액제', '제조방법': '제조원의 제조방법에 의함', '저장방법': '저장방법 : 실온에서 보관\n사용기간 : 제조일로부터 24개월', '포장단위': '37ml'}","[['1', 'Purified water (ICID)'], ['2', 'Aloe vera (ICID)'], ['3', 'MSM (Methyl sulfonyl methane, ICID)'], ['4', 'Cocamidopropyl betaine (ICID)'], ['5', 'Sodium coceth sulfate (ICID)'], ['6', 'Castor oil (ICID)'], ['7', 'PEG-6 caprylic glycerides (ICID)'], ['8', 'Peppermint oil (ICID)'], ['9', 'Eucalyptus oil (ICID)'], ['10', 'Decyl polyglucoside (ICID)'], ['11', 'Cajuput oil (ICID)'], ['12', 'Wintergreen oil (ICID)'], ['13', 'Juniper oil (ICID)'], ['14', 'Chlorophyll (식첨공)'], ['15', 'Clove oil (ICID)'], ['16', 'Colloidal silver (ICID)'], ['17', 'Hydrogen peroxide (ICID)'], ['18', 'Citrus seed extract (ICID)'], ['19', 'Olive oil (ICID)'], ['20', 'Ascorbyl palmitate (ICID)'], ['21', 'Rosemary extract (ICID)'], ['22', 'Sage extract (ICID)']]",없음,없음,없음
,"{'제품명': '애슐리크레이그 쇼 샬롱 스파 린스 샴푸 스프레이', '제품 영문명': 'SHOW SALON SPA Rinse Shampoo Spray', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-03-18', '품목정보': '동물용의약외품-수입-022-923', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '흐린 흰색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '[저장방법]\n고온 및 직사광선을 피하고 서늘하고 건조한 곳에 보관하십시오.\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '125ml, 500ml, 4L'}","[['1', 'Water (ICID)'], ['2', 'Anionic, Amphoteric Surfactants (ICID)'], ['3', 'Cetrimonium Chloride (ICID)'], ['4', 'Panthenol (ICID)'], ['5', 'DMDM Hydantoin (ICID)'], ['6', 'Aloe (ICID)'], ['7', 'Fragrance Essence (ICID)']]",없음,없음,없음
,"{'제품명': 'YU 체리블라썸 루미너스 샤인 샴푸', '제품 영문명': 'YU-Oriental Natural Herbs Bath for Pets - Cherry Blossom Shine Formula', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-03-25', '품목정보': '동물용의약외품-수입-022-924', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '엷은 노란색의 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[저장방법]\n1. 직사광선을 피하고, 얼리지 말 것\n2. 25도 이하에서 보관\n3. 어린이의 손이 닿지 않는 곳에 보관할 것\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '30ml, 400ml, 4L'}","[['1', 'Aqua (ICID)'], ['2', 'Sodium Lauryl Ether Sulfate (ICID)'], ['3', 'Cocamidopropyl Betaine (ICID)'], ['4', 'Decyl Glucoside (ICID)'], ['5', 'Cherry Blossom Extract (Prunus serrulata flower extract, ICID)'], ['6', 'Epilobium Fleischeri Extrac (ICID)'], ['7', 'Witch Hazel (Hamamelis virginiana (witch hazel) water, ICID)'], ['8', 'D-panthenol (ICID)'], ['9', 'Glycerin (ICID)'], ['10', 'Fragrance (ICID)'], ['11', 'Sodium Chloride (ICID)'], ['12', 'PEG-55 Stearate (ICID)'], ['13', 'Triethanolamine (ICID)'], ['14', 'Glycol distearate (ICID)'], ['15', 'Pyridoxine Hydrochloride (ICID)'], ['16', 'Dimethicone (ICID)'], ['17', 'Phenoxyethanol(Preservatives) (ICID)'], ['18', 'Methylparaben(Preservatives) (ICID)'], ['19', 'Polyquaternium-10 (ICID)'], ['20', 'Allantoin (ICID)'], ['21', 'EDTA-2Na (ICID)'], ['22', 'CI 19140 (ICID)']]",없음,없음,없음
,"{'제품명': '데이비스 플럼 내츄럴 샴푸', '제품 영문명': 'Davis Plum Natural Shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-06-15', '품목정보': '동물용의약외품-수입-022-957', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '보라색의 액제', '제조방법': '제조사의 제조 방법에 따른다.', '저장방법': '저장방법 : 실온에 보관한다.\n사용기간 : 제조일로부터 24개월', '포장단위': '355 ml(12 oz), 3.785 L(1 gallon)'}","[['1', 'Coconut based lathering agent (ICID)'], ['2', 'Cocomidopropyl betaine (ICID)'], ['3', 'Cosmetic grade preservative (ICID)'], ['4', 'TEA lauryl sulfate (ICID)'], ['5', 'Silk protein (ICID)'], ['6', 'Plum fragrance (ICID)'], ['7', 'Violet dye (ICID)'], ['8', 'Purified water (ICID)']]",없음,없음,없음
,"{'제품명': '애완견용 퓨어 라이트 보타닉스 퓨어파우스 오리지날 오가닉 샴푸', '제품 영문명': 'Pure light botanics pure paws original organic shampoo for dogs(Revitalising cedarwood)', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-06-21', '품목정보': '동물용의약외품-수입-022-958', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '옅은 노란색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '[저장방법]\n1. 어린이의 손에 닿지 않는 곳에 보관하십시오.\n2. 섭씨 21도 이하에서 보관할 것\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '30ml, 50ml, 100ml, 300ml'}","[['1', 'Aqua (ICID)'], ['2', 'Lauryl betaine (ICID)'], ['3', 'Decyl glucoside (ICID)'], ['4', 'Xanthan gum (ICID)'], ['5', 'Cedrus atlantica bark oil(Cedarwood atlas) (ICID)'], ['6', 'Sodium benzoate (ICID)'], ['7', 'Levulinic acid (ICID)'], ['8', 'Aloe barbadensis leaf juice powder (ICID)'], ['9', 'Sodium levulinate (ICID)'], ['10', 'Glycerin (ICID)'], ['11', 'Sodium phytate (ICID)'], ['12', 'Citric acid (ICID)']]",없음,없음,없음
,"{'제품명': '와일드와시 이치 드라이 코트 샴푸', '제품 영문명': 'WildWash Conditioning Shampoo For Dry and Flaky Coats', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-07-18', '품목정보': '동물용의약외품-수입-022-847', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '옅은 호박색의 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[저장방법]\n- 사용 후에는 반드시 마개를 닫아둘 것\n- 어린이의 손이 닿지 않는 곳에 보관할 것\n- 고온 내지 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '300ml, 5L'}","[['1', 'Aqua (ICID)'], ['2', 'Sodium Cocoamphoacetate (ICID)'], ['3', 'Disodium Lauryl Sulfosuccinate (ICID)'], ['4', 'Cocamidopropyl Betaine (ICID)'], ['5', 'Sodium Chloride (ICID)'], ['6', 'Lauryl Glucoside (ICID)'], ['7', 'Coco Glucoside (ICID)'], ['8', 'Glyceryl Oleate (ICID)'], ['9', 'Algae (Sea Kelp) Extract (ICID)'], ['10', 'Aloe Barbadensis (Aloe Vera) Leaf Extract (ICID)'], ['11', 'Oenothera Biennis (Evening Primrose) Oil (ICID)'], ['12', 'Chondrus Crispus (Carrageenan) Extract (ICID)'], ['13', 'Fucus Vesiculosus (Bladderwrack) Extract (ICID)'], ['14', 'Melia Azadirachta (Neem) Leaf Extract (ICID)'], ['15', 'Phospholipids (ICID)'], ['16', 'Glycine Soja (Soybean) Oil (ICID)'], ['17', 'Glycolipids (ICID)'], ['18', 'Glycine Soja (Soybean) Sterols (ICID)'], ['19', 'Styrax Tonkinensis (Benzoin) Resin (ICID)'], ['20', 'Lavandula Angustifolia (Lavender) Flower Oil (ICID)'], ['21', 'Cananga Odorata (Ylang Ylang) Flower Oil (ICID)'], ['22', 'Pelargonium Graveolens (Geranium) Flower Oil (ICID)'], ['23', 'Pogostemon Cablin (Patchouli) Leaf Oil (ICID)'], ['24', 'Anthemis Nobilis (Roman Chamomile) Flower Oil (ICID)'], ['25', 'Leptospermum Scoparium (Manuka) Leaf Oil (ICID)'], ['26', 'Sodium Benzoate (ICID)'], ['27', 'Sorbitan Sesquicaprylate (ICID)'], ['28', 'Phenoxyethanol (ICID)'], ['29', 'Polyepsilon Lysine (ICID)'], ['30', 'Citric Acid (ICID)'], ['31', 'Linalool (ICID)'], ['32', 'Benzyl Benzoate (ICID)'], ['33', 'Geraniol (ICID)'], ['34', 'Citronellol (ICID)'], ['35', 'Benzyl Alcohol (ICID)']]",없음,없음,없음
,"{'제품명': '와일드와시 프레이그런스 넘버원', '제품 영문명': 'WildWash Fragrance No.1 Perfume', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-07-18', '품목정보': '동물용의약외품-수입-022-848', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '불투명한 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[저장방법]\n- 사용 후에는 반드시 마개를 닫아둘 것\n- 어린이의 손이 닿지 않는 곳에 보관할 것\n- 고온 내지 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '200ml'}","[['1', 'Aqua (ICID)'], ['2', 'Rosa Damascena (Rose) Flower Water (ICID)'], ['3', 'Anthemis Nobilis (Roman Chamomile) Flower Extract (ICID)'], ['4', 'Polyglyceryl-4 Caprate (ICID)'], ['5', 'Melia Azadirachta (Neem) Leaf Extract (ICID)'], ['6', 'Styrax Tonkinensis (Benzoin) Resin (ICID)'], ['7', 'Cananga Odorata (Ylang Ylang) Flower Oil (ICID)'], ['8', 'Citrus Aurantium Dulcis (Sweet Orange) Peel Oil (ICID)'], ['9', 'Pelargonium Roseum Asperum (Rose Geranium) Flower Oil (ICID)'], ['10', 'Pogostemon Cablin(Patchouli) Leaf Oil (ICID)'], ['11', 'Lavendula Angustifolia (Lavender) Flower Oil (ICID)'], ['12', 'Cymbopogon Martini (Palmarosa) Leaf Oil (ICID)'], ['13', 'Anthemis Nobilis (Roman Chamomile) Flower Oil (ICID)'], ['14', 'Rosa Centifolia (Rose Absolute) Flower Oil (ICID)'], ['15', 'Propanediol (ICID)'], ['16', 'Polyepsilon Lysine (ICID)'], ['17', 'Sodium Benzoate (ICID)'], ['18', 'Phenoxyethanol (ICID)'], ['19', 'Benzyl Alcohol (ICID)'], ['20', 'Citric Acid (ICID)'], ['21', 'Geraniol (ICID)'], ['22', 'Limonene (ICID)'], ['23', 'Linalool (ICID)'], ['24', 'Citronellol (ICID)'], ['25', 'Farnesol (ICID)']]",없음,없음,없음
,"{'제품명': '와일드와시 프레이그런스 넘버투', '제품 영문명': 'WildWash Fragrance No.2 Perfume', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-07-18', '품목정보': '동물용의약외품-수입-022-849', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '불투명한 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[저장방법]\n- 사용 후에는 반드시 마개를 닫아둘 것\n- 어린이의 손이 닿지 않는 곳에 보관할 것\n- 고온 내지 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '200ml'}","[['1', 'Aqua (ICID)'], ['2', 'Citrus Aurantium Dulcis (Orange) Flower Water (ICID)'], ['3', 'Rosa Damascena (Rose) Flower Water (ICID)'], ['4', 'Anthemis Nobilis (Roman Chamomile) Flower Extract (ICID)'], ['5', 'Polyglyceryl-4 Caprate (ICID)'], ['6', 'Melia Azadirachta (Neem) Leaf Extract (ICID)'], ['7', 'Citrus Aurantium Bergamia (Bergamot) Fruit Oil (ICID)'], ['8', 'Juniperus Virginiana (Cedarwood) Wood Oil (ICID)'], ['9', 'Zingiber Officinale (Ginger) Root Oil (ICID)'], ['10', 'Cananga Odorata (Ylang Ylang) Flower Oil (ICID)'], ['11', 'Citrus Aurantium Dulcis (Sweet Orange) Peel Oil (ICID)'], ['12', 'Citrus Paradisi (Grapefruit) Peel Oil (ICID)'], ['13', 'Cymbopogon Flexuosus (Lemongrass) Leaf Oil (ICID)'], ['14', 'Eugenia Caryophyllus (Clove) Bud Oil (ICID)'], ['15', 'Elettaria Cardamomum (Cardamom) Seed Oil (ICID)'], ['16', 'Propanediol (ICID)'], ['17', 'Polyepsilon Lysine (ICID)'], ['18', 'Benzyl Alcohol (ICID)'], ['19', 'Phenoxyethanol (ICID)'], ['20', 'Sodium Benzoate (ICID)'], ['21', 'Citric Acid (ICID)'], ['22', 'Limonene (ICID)'], ['23', 'Linalool (ICID)'], ['24', 'Citral (ICID)'], ['25', 'Geraniol (ICID)'], ['26', 'Eugenol (ICID)']]",없음,없음,없음
,"{'제품명': '와이송 오티솔-오 오틱 솔루션', '제품 영문명': 'Wysong Otisol-O™ Otic solution', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-02-05', '품목정보': '동물용의약외품-수입-022-883', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '황색의 오일', '제조방법': '제조원의 제조방법에 의함', '저장방법': '저장방법 : 실온에서 보관\n사용기간 : 제조일로부터 24개월', '포장단위': '37ml'}","[['1', 'Jojoba oil (ICID)'], ['2', 'Olive oil (ICID)'], ['3', 'Aloe vera (ICID)'], ['4', 'Arnica (ICID)'], ['5', 'Tea tree oil (ICID)'], ['6', 'Sweet almond oil (ICID)'], ['7', 'Avocado oil (ICID)'], ['8', 'Sunflower seed oil (ICID)'], ['9', 'Mixed Tocopherols(ICID)'], ['10', 'Cypress oil (ICID)'], ['11', 'Eucalyptus oil (ICID)'], ['12', 'Juniper oil (ICID)'], ['13', 'Fennel oil (ICID)'], ['14', 'Lemon citrus oil (ICID)'], ['15', 'Grapefruit peel oil (ICID)'], ['16', 'Rosemary oil (ICID)'], ['17', 'Ascorbyl palmitate (ICID)'], ['18', 'Rosemary extract (ICID)'], ['19', 'Sage extract (ICID)']]",없음,없음,없음
,"{'제품명': '와이송 시트레센스 펫 스프레이', '제품 영문명': 'Wysong Citressence™ Pet Spray', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-02-05', '품목정보': '동물용의약외품-수입-022-884', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '무색 내지 옅은 황색의 액제', '제조방법': '제조원의 제조방법에 의함', '저장방법': '저장방법 : 실온에서 보관\n사용기간 : 제조일로부터 24개월', '포장단위': '480ml(16oz), 3.785L(1gallon)'}","[['1', 'Purified water (ICID)'], ['2', 'Lemon extract (Fragrance, ICID)'], ['3', 'Lemon concentrate (ICID)']]",없음,없음,없음
,"{'제품명': '오포즈 템프-잉크', '제품 영문명': 'OPAWZ Temp-Ink', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-02-13', '품목정보': '동물용의약외품-수입-022-885', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '적색, 주황색, 분홍색, 황색, 청색, 암청색, 자주색, 흑색, 갈색, 녹색, 백색의 액제', '제조방법': '제조원의 제조방법에 의함', '저장방법': '저장방법 : 4 ~ 36 ℃에서 보관\n사용기간 : 제조일로부터 24개월', '포장단위': '12ml, 30ml, 60ml, 120ml, 200ml'}","[['1', 'Aqua (ICID)'], ['2', 'Kaolin (ICID)'], ['3', 'Montmorillonite (ICID)'], ['4', 'Alcohol (ICID)'], ['5', 'Silica (ICID)'], ['6', 'VP/VA Copolymer (ICID)'], ['7', '색소 (ICID)']]",없음,없음,없음
,"{'제품명': 'YU 코익스 씨드 사틴 소프트 샴푸', '제품 영문명': 'YU-Oriental Natural Herbs Bath for Pets - Coix Seed Satin Soft Formula', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-03-25', '품목정보': '동물용의약외품-수입-022-925', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '엷은 노란색의 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[저장방법]\n1. 직사광선을 피하고, 얼리지 말 것\n2. 25도 이하에서 보관\n3. 어린이의 손이 닿지 않는 곳에 보관할 것\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '30ml, 400ml, 4L'}","[['1', 'Aqua (ICID)'], ['2', 'Sodium Lauryl Ether Sulfate (ICID)'], ['3', 'Cocamidopropyl Betaine (ICID)'], ['4', 'Decyl Glucoside (ICID)'], ['5', 'Coix Seed Extract (ICID)'], ['6', 'Epilobium Fleischeri Extract (ICID)'], ['7', 'Witch Hazel (Hamamelis virginiana (witch hazel) water, ICID)'], ['8', 'D-panthenol (ICID)'], ['9', 'Fragrance (ICID)'], ['10', 'Sodium Chloride (ICID)'], ['11', 'PEG-55 Stearate (ICID)'], ['12', 'Triethanolamine (ICID)'], ['13', 'Glycol distearate (ICID)'], ['14', 'Pyridoxine Hydrochloride (ICID)'], ['15', 'Dimethicone (ICID)'], ['16', 'Phenoxyethanol(Preservatives) (ICID)'], ['17', 'Methylparaben(Preservatives) (ICID)'], ['18', 'Polyquaternium-10 (ICID)'], ['19', 'Allantoin (ICID)'], ['20', 'EDTA-2Na (ICID)'], ['21', 'CI 19140 (ICID)']]",없음,없음,없음
