제품명,기본정보,원료약품 및 분량,효능효과,용법용량,주의사항
,"{'제품명': '하이 메인트넌스', '제품 영문명': 'High Maintenance', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-06-17', '품목정보': '동물용의약외품-수입-022-824', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '흰색의 불투명한 약점성 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '- 저장방법 : 실온보관 \n- 유효기간 :  제조일로부터 24개월', '포장단위': '8.5 fl oz (251ml)'}","[['1', 'Water(Aqua) (ICID)'], ['2', 'Amodimethicone (ICID)'], ['3', 'Cetearyl Alcohol (Plant Derived) (ICID)'], ['4', 'Cyclopentasiloxane (ICID)'], ['5', 'Polyquaternium-37 (ICID)'], ['6', 'Trideceth-12 (ICID)'], ['7', 'Fragrance (Parfum) (ICID)'], ['8', 'Propylene Glycol Dicaprylate/Dicaprate (ICID)'], ['9', 'PPG-1 Trideceth-6 (ICID)'], ['10', 'Cyclotetrasiloxane (ICID)'], ['11', 'Stearalkonium Chloride (ICID)'], ['12', 'Phenoxyethanol (Preservative) (ICID)'], ['13', 'Cetrimonium Chloride (ICID)'], ['14', 'Dimethiconol (ICID)'], ['15', 'Behentrimonium Methosulfate (ICID)'], ['16', 'Abyssinian Oil (Crambe Abyssinica Seed Oil)'], ['17', 'Polysorbate-60 (ICID)'], ['18', 'Argania Spinosa Kernal (ORGANIC Argan) Oil (ICID)'], ['19', 'Hydrolyzed Vegetable Keratin protein PG-Propyl Silantric (ICID)'], ['20', 'Panthenol (Pro-Vitamin B5) (ICID)'], ['21', 'Methylchloroisothiazolinone (ICID)'], ['22', 'Methylisothiazolinone (ICID)'], ['23', 'Lavendula Angustifolia (Lavender) Extract (ICID)'], ['24', 'Hydrolyzed Quinoa (Chenopodium) Protein (ICID)'], ['25', 'Cocodimonium Hydroxypropyl Hydrolyzed Wheat Protein (ICID)'], ['26', 'Chamomilla Recutita Flower / Leaf (Chamomile) Extract (ICID)'], ['27', 'Aloe Barbadensis (Aloe Vera) Leaf Juice (ICID)'], ['28', 'Citric Acid (Naturally Derived) (ICID)']]",없음,없음,없음
,"{'제품명': '드라이클린 스프레이', '제품 영문명': 'Dry clean', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-06-17', '품목정보': '동물용의약외품-수입-022-825', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '무색 내지 연한 노란색의 맑은 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '- 저장방법 : 실온보관 \n- 유효기간 :  제조일로부터 24개월', '포장단위': '15.2 fl oz (450ml)'}","[['1', 'Water(Aqua) (ICID)'], ['2', 'Sodium Lauroyl Sarcosinate (ICID)'], ['3', 'Cocamidopropyl Betaine(Plant Derived) (ICID)'], ['4', 'Fragrance (Parfum) (ICID)'], ['5', 'Cocamidopropylamine Oxide (Plant Derived) (ICID)'], ['6', 'DMDM Hydantoin (ICID)'], ['7', 'Disodium EDTA (ICID)'], ['8', 'Aloe Barbadensis (Aloe Vera) Leaf Juice (ICID)'], ['9', 'Methylchloroisothiazolinone (ICID)'], ['10', 'Methylisothiazolinone (ICID)'], ['11', 'Tocopheryl Acetate (Vitamin E Acetate) (ICID)'], ['12', 'Lauryl Glucoside (Plant Derived) (ICID)'], ['13', 'Hydrolyzed Vegetable Keratin Protein PG-Propyl Silantric (ICID)'], ['14', 'Decyl Glucoside (Plant Derived) (ICID)'], ['15', 'Cocodimonium Hydroxypropyl Hydrolyzed Wheat Protein (ICID)'], ['16', 'Carthamus Tinctorius (Safflower) Seed Oil (ICID)'], ['17', 'Ascobric Acid (Vitamin C) (ICID)'], ['18', 'Silk Amino Acids (ICID)'], ['19', 'Citric Acid (Naturally Derived) (ICID)']]",없음,없음,없음
,"{'제품명': '푸프', '제품 영문명': 'Poof', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-06-17', '품목정보': '동물용의약외품-수입-022-826', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '무색 내지 연한 노란색의 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '- 저장방법 : 실온보관 \n- 유효기간 :  제조일로부터 24개월', '포장단위': '15.2 fl oz (450ml)'}","[['1', 'Water(Aqua) (ICID)'], ['2', 'Nonoxynol-9 (ICID)'], ['3', 'Fragrance (Parfum) (ICID)'], ['4', 'Sodium Bicarbonate (Baking Soda) (ICID)'], ['5', 'Scccharomyces Ferment (ICID)'], ['6', 'DMDM Hydantoin (ICID)'], ['7', 'Iodopropynyl Butylcarbamate (ICID)'], ['8', 'Aloe Barbadensis (Aloe Vera) Leaf Juice (ICID)'], ['9', 'Cetrimonium Chloride (ICID)'], ['10', 'Citric Acid (Naturally Derived) (ICID)']]",없음,없음,없음
,"{'제품명': '샤이니 노우즈 버터', '제품 영문명': 'Shiny Nose Butter', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-11-11', '품목정보': '동물용의약외품-수입-022-907', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '미색의 반고형상 연고제', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '실온보관\n제조일로부터 24개월', '포장단위': '0.15oz(4.25g), 0.5oz(14g), 1oz(28g), 2oz(56g)'}","[['1', 'Shea Butter (ICID)'], ['2', 'Olive Oil (ICID)'], ['3', 'Almond Oil (ICID)'], ['4', 'Coconut Oil (ICID)'], ['5', 'Beeswax (ICID)'], ['6', 'Avocado Oil (ICID)'], ['7', 'Cocoa Seed Butter (ICID)'], ['8', 'Castor Oil (ICID)'], ['9', 'Essential Oils (Cedarwood & Cypress & Ylang ylang, ICID)']]",없음,없음,없음
,"{'제품명': '파블로스 그루밍 스프레이', '제품 영문명': 'Fabulous Grooming Spray', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-05-12', '품목정보': '동물용의약외품-수입-022-944', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '불투명한 하늘색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '[저장방법]\n고온 및 직사광선을 피하고 서늘하고 건조한 곳에 보관하십시오.\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '355ml'}","[['1', 'Deionized Water (ICID)'], ['2', 'Cocoglucoside / Glyceryl Oleate (ICID)'], ['3', 'Dicocoylethyl Hydroxyethylmonium Methosulfate / Propylene Glycol (ICID)'], ['4', 'Tetrasodium EDTA (ICID)'], ['5', 'DMDM Hydantoin / Iodopropynyl Butylcarbamate (ICID)'], ['6', 'Chamomile Extract (ICID)'], ['7', 'Rosemary Extract (ICID)'], ['8', 'Silk Amino Acids (ICID)'], ['9', 'DL-Panthenol (ICID)'], ['10', 'Nettle Extract (ICID)'], ['11', 'Polysorbate 20 (ICID)'], ['12', 'Fragrance (ICID)'], ['13', 'Blue 1 (ICID)']]",없음,없음,없음
,"{'제품명': '수딩 오트 & 알로에 샴푸', '제품 영문명': 'Soothing oats & aloe shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-05-12', '품목정보': '동물용의약외품-수입-022-945', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '크림색의 액제', '제조방법': '제조사의 제조 방법에 따른다.', '저장방법': '저장방법 : 실온에 보관한다.\n사용기간 : 제조일로부터 24개월', '포장단위': '473ml(16 oz), 3.8L(1 gallon)'}","[['1', 'Water (ICID)'], ['2', 'Fragrance (ICID)'], ['3', 'Phenoxyethanol (ICID)'], ['4', 'Tocopheryl acetate (ICID)'], ['5', 'Avena sativa kernel oil (ICID)'], ['6', 'Panthenol (ICID)'], ['7', 'Aloe bardensis leaf (ICID)'], ['8', 'Sodium isostearoyl lactate (ICID)']]",없음,없음,없음
,"{'제품명': '독 패션 코트 스킨 로션', '제품 영문명': 'Dog fashion spa coat + skin Lotion semplice', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-05-19', '품목정보': '동물용의약외품-수입-022-946', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '옅은 녹색의 로션 형태', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[저장방법]\n고온 다습한 장소를 피해 상온에 보관할 것\n\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '4oz(118ml), 1Gallon(3.7L)'}","[['1', 'Water (ICID)'], ['2', 'Cyclopentasiloxane (ICID)'], ['3', 'Isopropyl palmitate (Palm oil) (ICID)'], ['4', 'White tea leaf extract (ICID)'], ['5', 'Glycerin (plant derived) (ICID)'], ['6', 'C12-15 Alkyl benzoate (ICID)'], ['7', 'Caprylyl glycol (ICID)'], ['8', 'Sodium polyacrylate (ICID)'], ['9', 'Hydrogenated polydecene (ICID)'], ['10', 'Plant derived glyceryl stearate (ICID)'], ['11', 'Plant derived polysorbate-60 (ICID)'], ['12', 'Trideceth-6 (ICID)'], ['13', 'Dimethiconol (ICID)'], ['14', 'Fragrance (ICID)'], ['15', 'Phenoxyethanol (ICID)'], ['16', 'Hexylene glycol (ICID)'], ['17', 'Hydroxethylcellulose (ICID)'], ['18', 'Bergamot fruit oil (ICID)'], ['19', 'Sage oil (ICID)'], ['20', 'Yellow 10 (ICID)'], ['21', 'Blue 1 (ICID)'], ['22', 'Red 4 (ICID)']]",없음,없음,없음
,"{'제품명': '더티 톡', '제품 영문명': 'Dirty Talk', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-06-26', '품목정보': '동물용의약외품-수입-022-827', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '밝은 분홍색의 진주빛이 나는 약점성 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '- 저장방법 : 실온보관 \n- 유효기간 : 제조일로부터 24개월', '포장단위': '16.1 fl oz (475ml)'}","[['1', 'Water(Aqua) (ICID)'], ['2', 'Cocamidopropyl Betaine(Plant Derived) (ICID)'], ['3', 'Sodium Lauroyl Sarcosinate (ICID)'], ['4', 'Cocamidopropylamine Oxide (ICID)'], ['5', 'Cocamide DIPA (ICID)'], ['6', 'Decyl Glucoside (ICID)'], ['7', 'Sodium Bicarbonate (Banking Soda) (ICID)'], ['8', 'Glycol Stearate (ICID)'], ['9', 'PEG-150 Distearate (ICID)'], ['10', 'Glycerin (ICID)'], ['11', 'Disodium EDTA (ICID)'], ['12', 'Aloe Barbadensis (Aloe Vera) Leaf Juice (ICID)'], ['13', 'Hydrolyzed Soy Protein (ICID)'], ['14', 'Methylchloroisothiazolinone (ICID)'], ['15', 'Methylisothiazolinone (ICID)'], ['16', 'Tocopheryl Acetate (Vitamin E Acetate) (ICID)'], ['17', 'Soyamidopropylamine Oxide (ICID)'], ['18', 'Ordenone (Parfum) (별규)'], ['19', 'Lauryl Glucoside (Plant Derived) (ICID)'], ['20', 'Hydrolyzed Vegetable Keratin Protein PG-Propyl Silantric(Plant Derived) (ICID)'], ['21', 'Cocodimonium Hydroxypropyl Hydrolyzed Wheat Protein (ICID)'], ['22', 'Carthamus Tinctorius (Safflower) Seed Oil (ICID)'], ['23', 'Ascobric Acid (Vitamin C) (ICID)'], ['24', 'Red 40(Cl#16035) (ICID)'], ['25', 'Red 33(Cl#17200) (ICID)'], ['26', 'Citric Acid (ICID)']]",없음,없음,없음
,"{'제품명': '오트밀 포 버터', '제품 영문명': 'Oatmeal Paw Butter', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-06-26', '품목정보': '동물용의약외품-수입-022-828', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '밝은 노란색의 고체형태의 왁스', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '- 저장방법 : 실온보관 \n- 유효기간 :  제조일로부터 24개월', '포장단위': '2 fl oz (59.1ml)'}","[['1', 'Carthamus Tinctorius (Safflower) Seed Oil (ICID)'], ['2', 'Helianthus Annuus (Sunflower) Seed Oil (ICID)'], ['3', 'Beeswax (ICID)'], ['4', 'Olea Europaea (Olive) Leaf Extract (ICID)'], ['5', 'Cetearyl Alcohol (ICID)'], ['6', 'Lanolin (ICID)'], ['7', 'Fragrance (Parfum) (ICID)'], ['8', 'Tocopherol (ICID)'], ['9', 'Tocopheryl Acetate (Vitamin E Acetate) (ICID)'], ['10', 'Theobroma Grandiflorum (Cupuacu) Seed Butter (ICID)'], ['11', 'Mangifera Indica (Mango) Seed Butter (ICID)'], ['12', 'Citrus Aurantium Dulcis (Orange) Peel Wax (ICID)'], ['13', 'Butyrospermum Parkii (Shea Butter) (ICID)'], ['14', 'Ascorbyl Palmitate (Vitamin C Palmitate) (ICID)'], ['15', 'Glyceryl Linoleate (ICID)'], ['16', 'Cocos Nucifera (Coconut) Oil (ICID)'], ['17', 'Aloe Barbadensis (Aloe Vera) Leaf Juice (ICID)'], ['18', 'Jojoba Esters (ICID)'], ['19', 'Isopropyl Jojobate (ICID)'], ['20', 'Jojoba Alcohol (ICID)'], ['21', 'Glyceryl Linolenate (ICID)'], ['22', 'Avena Sativa(Oat) Kernel Flour (ICID)'], ['23', 'Avena Sativa(Oat) Kernel Extract (ICID)']]",없음,없음,없음
,"{'제품명': '워렌런던 이어 클리너', '제품 영문명': 'Warren London - Instant Ear Cleaner', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-06-27', '품목정보': '동물용의약외품-수입-022-829', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[ 저장방법 ]\n  - 25도 이하에서 얼지 않도록 보관하시오 \n\n[ 사용기간 ]\n-  제조일로부터 36개월', '포장단위': '4OZ (120ml)'}","[['1', 'Deionized Water (ICID)'], ['2', 'Aloe Vera (ICID)'], ['3', 'SD Alcohol 40-2 (ICID)'], ['4', 'Stearic Acid (ICID)'], ['5', 'Glycerine (ICID)'], ['6', 'Eucalyptus Extract (ICID)']]",없음,없음,없음
,"{'제품명': '샤이니 포우 버터', '제품 영문명': 'Shiny Paw Butter', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-11-11', '품목정보': '동물용의약외품-수입-022-908', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '미색의 반고형상 연고제', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '실온보관\n제조일로부터 24개월', '포장단위': '0.15oz(4.25g), 0.5oz(14g), 1oz(28g), 2oz(56g)'}","[['1', 'Shea Butter (ICID)'], ['2', 'Olive Oil (ICID)'], ['3', 'Almond Oil (ICID)'], ['4', 'Coconut Oil (ICID)'], ['5', 'Beeswax (ICID)'], ['6', 'Avocado Oil (ICID)'], ['7', 'Cocoa Seed Butter (ICID)'], ['8', 'Castor Oil (ICID)'], ['9', ""St. John's Wort Oil Infusion (ICID)""], ['10', 'Comfrey Oil Infusion (ICID)'], ['11', 'Calendula Oil Infusion (ICID)'], ['12', 'Essential Oils (Cedarwood & Cypress & Lavender, ICID)']]",없음,없음,없음
,"{'제품명': '샤이니 엘보우 버터', '제품 영문명': 'Shiny Elbow Butter', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-11-11', '품목정보': '동물용의약외품-수입-022-909', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '미색의 반고형상 연고제', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '실온보관\n제조일로부터 24개월', '포장단위': '0.15oz(0.425g), 0.5oz(14g), 1oz(28g), 2oz(56g)'}","[['1', 'Shea Butter (ICID)'], ['2', 'Olive Oil (ICID)'], ['3', 'Almond Oil (ICID)'], ['4', 'Coconut Oil (ICID)'], ['5', 'Beeswax (ICID)'], ['6', 'Avocado Oil (ICID)'], ['7', 'Cocoa Seed Butter (ICID)'], ['8', 'Castor Oil (ICID)'], ['9', ""St. John's Wort Oil Infusion (ICID)""], ['10', 'Comfrey Oil Infusion (ICID)'], ['11', 'Calendula Oil Infusion (ICID)'], ['12', 'Chamomile Oil Infusion (ICID)'], ['13', 'Pumpkin Seed Oil (ICID)'], ['14', 'Essential Oils (Cedarwood & Cypress & Lavender, ICID)']]",없음,없음,없음
,"{'제품명': '독 패션 스파 전문가용 샴푸', '제품 영문명': 'Dog fashion spa pet stylist shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-05-19', '품목정보': '동물용의약외품-수입-022-947', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '옅은 노란색의 액상 형태', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[저장방법]\n고온 다습한 장소를 피해 상온에 보관할 것\n\n\n[사용기간]\n제조일로부터 24개월', '포장단위': '8oz(237ml), 16oz(473ml), 1gallon(3.7L)'}","[['1', 'Water (ICID)'], ['2', 'Sodium C14-16 olefin sulfonate (ICID)'], ['3', 'Cocamidopropyl betaine (ICID)'], ['4', 'Glycerin (ICID)'], ['5', 'Phenoxyethanol (ICID)'], ['6', 'Tocopheryl acetate (ICID)'], ['7', 'Panthenol (ICID)'], ['8', 'Aloe barabadensis leaf extract (ICID)'], ['9', 'Salvia officinalis (sage) leaf extract (ICID)'], ['10', 'Chamomilla recutita (Matricaria) flower extract (ICID)'], ['11', 'Sodium benzoate (ICID)'], ['12', 'PEG-150 Distearate (ICID)'], ['13', 'Tetrasodium EDTA (ICID)'], ['14', 'Passiflora edulis seed oil (ICID)'], ['15', 'Oriza sativa rice bran oil (ICID)'], ['16', 'Prunus amygdalus dulcis (sweet almond) oil (ICID)'], ['17', 'Hydrolyzed oats (ICID)'], ['18', 'Fragrance (ICID)'], ['19', 'Sodium chloride (ICID)'], ['20', 'Citric acid (ICID)']]",없음,없음,없음
,"{'제품명': '더 블리스풀 캣 샤이니 포우 버터', '제품 영문명': 'The blissful cat shiny paw butter', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-07-07', '품목정보': '동물용의약외품-수입-022-966', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '미색의 고체형태', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '실온보관\n제조일로부터 24개월', '포장단위': '0.15oz(4.25g), 0.5oz(14g), 1oz(28g), 2oz(56g)'}","[['1', 'Shea Butter (ICID)'], ['2', 'Olive Oil (ICID)'], ['3', 'Almond Oil (ICID)'], ['4', 'Coconut Oil (ICID)'], ['5', 'Beeswax (ICID)'], ['6', 'Avocado Oil (ICID)'], ['7', 'Cocoa Seed Butter (ICID)'], ['8', 'Castor Oil (ICID)'], ['9', ""St. John's Wort Oil Infusion (ICID)""], ['10', 'Comfrey Oil Infusion (ICID)'], ['11', 'Calendula Oil Infusion (ICID)'], ['12', 'Essential Oils (Sandalwood, Neroli and Chamomile) (ICID)']]",없음,없음,없음
,"{'제품명': '더 블리스풀 캣 샤이니 부부 버터', '제품 영문명': 'The Blissful Cat Shiny BooBoo Butter', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2016-07-07', '품목정보': '동물용의약외품-수입-022-967', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '미색의 고체형태', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '실온보관\n제조일로부터 24개월', '포장단위': '0.15oz(0.425g), 0.5oz(14g), 1oz(28g), 2oz(56g)'}","[['1', 'Shea Butter (ICID)'], ['2', 'Olive Oil (ICID)'], ['3', 'Almond Oil (ICID)'], ['4', 'Coconut Oil (ICID)'], ['5', 'Beeswax (ICID)'], ['6', 'Avocado Oil (ICID)'], ['7', 'Cocoa Seed Butter (ICID)'], ['8', 'Castor Oil (ICID)'], ['9', 'Neem Oil (ICID)'], ['10', 'Argan Oil (ICID)'], ['11', ""St. John's Wort Oil Infusion (ICID)""], ['12', 'Comfrey Oil Infusion (ICID)'], ['13', 'Calendula Oil Infusion (ICID)'], ['14', 'Chamomile Oil Infusion (ICID)'], ['15', 'Pumpkin Seed Oil (ICID)'], ['16', 'Essential Oils (Sandalwood, Neroli and Chamomile) (ICID)']]",없음,없음,없음
,"{'제품명': '워렌런던 오트밀 샴푸', '제품 영문명': 'Warren London - Oatmeal Shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-06-27', '품목정보': '동물용의약외품-수입-022-830', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '노란색의 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[ 저장방법 ]\n  - 25도 이하에서 얼지않도록 보관하시오 \n\n[ 사용기간 ]\n-  제조일로부터 36개월', '포장단위': '17OZ (503ml), 1Gallon (3,789ml)'}","[['1', 'De-ionized Water (ICID)'], ['2', 'Concentrated Surfactant Blend (ICID)'], ['3', 'Vitamin A, D & E (ICID)'], ['4', 'EDTA (ICID)'], ['5', 'Glycerine (ICID)'], ['6', 'Glyceral Stearate (ICID)'], ['7', 'Wheat Germ Glycerides (ICID)'], ['8', 'Hydrolized Oat Proteins (ICID)'], ['9', 'Cherry / Botanical Extracts (ICID)'], ['10', 'Almond Oil (ICID)'], ['11', 'Proprietary Blend (panthenol, Emollient, Conditioner) (ICID)'], ['12', 'DMDM Hydantoin (ICID)'], ['13', 'Yellow #5 (ICID)']]",없음,없음,없음
,"{'제품명': '워렌런던 라벤더 샴푸', '제품 영문명': 'Warren London - Lavender Shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-06-27', '품목정보': '동물용의약외품-수입-022-831', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '자주색의 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[ 저장방법 ]\n  - 25도 이하에서 얼지 않도록 보관하시오 \n\n[ 사용기간 ]\n-  제조일로부터 36개월', '포장단위': '17OZ (503ml)'}","[['1', 'De-ionized Water (ICID)'], ['2', 'Concentrated Surfactant Blend (ICID)'], ['3', 'Vitamin A, D & E (ICID)'], ['4', 'EDTA (ICID)'], ['5', 'Aloe Vera (ICID)'], ['6', 'Lavender Fragrance Oil (ICID)'], ['7', 'Orchid, Lilac & Lavender Extracts (ICID)'], ['8', 'DMDM Hydantoin (ICID)']]",없음,없음,없음
,"{'제품명': '워렌런던 코코넛 샴푸 플러스 컨디셔너', '제품 영문명': 'Warren London - 2 in 1 Shampoo Plus Conditoner', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-06-27', '품목정보': '동물용의약외품-수입-022-832', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '주황색의 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다', '저장방법': '[ 저장방법 ]\n  - 25도 이하에서 얼지않도록 보관하시오 \n\n[ 사용기간 ]\n-  제조일로부터 36개월', '포장단위': '17OZ (503ml)'}","[['1', 'De-ionized Water (ICID)'], ['2', 'Concentrated Surfactant Blend (ICID)'], ['3', 'Vitamin E (ICID)'], ['4', 'EDTA (ICID)'], ['5', 'EGDS (ICID)'], ['6', 'Glycerin (ICID)'], ['7', 'Glyceral Stearate (ICID)'], ['8', 'Shea Butter (ICID)'], ['9', 'Plant Proteins (ICID)'], ['10', 'Coconut Extract (ICID)'], ['11', 'Almond Oil (ICID)'], ['12', 'Proprietary Blend (panthenol, Emollient, Conditoner) (ICID)'], ['13', 'DMDM Hydantoin (ICID)'], ['14', 'Yellow #5 (ICID)']]",없음,없음,없음
,"{'제품명': '오포즈 오트밀 리빙인 크림', '제품 영문명': 'OPAWZ Oatmeal Leaving-in Cream', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-10-10', '품목정보': '동물용의약외품-수입-022-869', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '담황색의 크림', '제조방법': '제조원의 제조방법에 의함', '저장방법': '저장방법 : 4 ~ 36 ℃에서 보관\n사용기간 : 제조일로부터 36개월', '포장단위': '85g(3oz), 300g(10.58oz), 500g(17.5oz), 1000g(35.27oz)'}","[['1', 'Aqua (ICID)'], ['2', 'Sodium stearoyl oat protein (ICID)'], ['3', 'Glycerin (ICID)'], ['4', 'Isopropyl myristate (ICID)'], ['5', 'Trideceth-11 (ICID)']]",없음,없음,없음
,"{'제품명': '마우로 펫 케어 에센셜 엘레멘트 샴푸', '제품 영문명': 'Mauro Pet Care Essential Elements Shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-10-27', '품목정보': '동물용의약외품-수입-022-870', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '맑은 액체', '제조방법': '제조원의 제조방법에 의함', '저장방법': '- 저장방법 : 실온보관\n- 사용기간 : 제조년일로부터 24개월', '포장단위': '128fl oz(3,785ml), 18fl oz(532ml), 3fl oz(90ml), \n1fl oz(30ml), 0.5fl oz(15ml)'}","[['1', 'Aqua(ICID)'], ['2', 'Disodium Laureth Sulfosuccinate(ICID)'], ['3', 'Cocamidopropyl Betaine(ICID)'], ['4', 'Sodium Cocoyl Isethionate(ICID)'], ['5', 'Tocopheryl Acetate(ICID)'], ['6', 'Fragrance(ICID)'], ['7', 'Hydrolyzed Wheat Protein(ICID)'], ['8', 'Aloe Barbadensis Leaf Juice(ICID)'], ['9', 'Argania Spinos (Argan) Kernel Oil(ICID)'], ['10', 'Cannabis Sativa (Hemp) Seed Oi(ICID)'], ['11', 'Salix Alba (Willow) Bark Extract(ICID)'], ['12', 'Spiraea Ulmaria (Meadowsweet) Extract(ICID)'], ['13', 'Larrea Diviricata (Chaparral) Extract(ICID)'], ['14', 'Olea Europaea (Olive) Leaf Extract(ICID)'], ['15', 'Polyquaternium-7(ICID)'], ['16', 'Sodium PCA(ICID)'], ['17', 'Glycerin(ICID)'], ['18', 'PEG-150 Distearate(ICID)'], ['19', 'Ethylhexylglycerin(ICID)'], ['20', 'Phenoxyethanol(ICID)']]",없음,없음,없음
,"{'제품명': '샤이니 부부 버터', '제품 영문명': 'Shiny Boo Boo Butter', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2015-11-11', '품목정보': '동물용의약외품-수입-022-910', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '미색의 반고형상 연고제', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '실온보관\n제조일로부터 24개월', '포장단위': '0.15oz(4.25g), 0.5oz(14g), 1oz(28g), 2oz(56g)'}","[['1', 'Almond Oil (ICID)'], ['2', 'Coconut Oil (ICID)'], ['3', 'Beeswax (ICID)'], ['4', 'Avocado Oil (ICID)'], ['5', 'Cocoa Seed Butter (ICID)'], ['6', 'Castor Oil (ICID)'], ['7', 'Neem Oil (ICID)'], ['8', 'Argan Oil (ICID)'], ['9', ""St. John's Wort Oil Infusion (ICID)""], ['10', 'Comfrey Oil Infusion (ICID)'], ['11', 'Calendula Oil Infusion (ICID)'], ['12', 'Chamomile Oil Infusion (ICID)'], ['13', 'Pumpkin Seed Oil (ICID)'], ['14', 'Essential Oils (Cedarwood & Cypress & Ylang ylang & Frankincense, ICID)'], ['15', 'Shea Butter (ICID)'], ['16', 'Olive Oil (ICID)']]",없음,없음,없음
